title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
"Góc 2 MT ngay Cao Thắng Q10,2 lầu hđt 30 triệu/th",Đường Hoàng Dư Khương,2,1,1,2,0,2,1,,3,1,3,1,0,3,9,1
"Nhà mặt tiền 176 Cao thắng , P11, Q10.","178, Đường Cao Thắng, Phường 11, Quận 10, Tp Hồ Chí Minh",0,3,2,2,1,0,1,,0,1,3,1,4,3,9,1
"BIỆT PHỦ TRIỆU ĐÔ Q10, 8x15m, 4 Lầu BTCT, ĐẲNG CẤP","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh",3,2,2,1,1,2,1,,0,3,0,1,4,1,9,1
"Nhà mới ở ngay, Quận 10, tiện ích trung tâm, giá 3","268, Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",0,1,0,1,0,0,0,,3,1,3,1,3,4,9,1
"bán nhà MT Ngô QUYỀN Q10, DT: 4,4X12m lề 4m 15,5ty","Đường Ngô Quyền, Phường 6, Quận 10, Tp Hồ Chí Minh",2,2,2,2,0,1,1,,0,1,3,1,4,3,9,1
Bán nhà MT 30 Hòa hưng đang cho thuê 40tr,"30, hoa hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",0,0,2,2,1,0,1,Đông Nam,0,1,3,1,4,3,9,1
Bán khách Sạn f12 Q10 5.2x17 hầm 7l 30 tỷ tl,"Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",3,2,2,2,1,2,2,Đông Bắc,0,1,1,1,4,1,9,1
"MT 357 Bà Hạt, trệt lửng 5L ST, giá 11.8 tl","Đường Bà Hạt, Phường 4, Quận 10, Tp Hồ Chí Minh",0,0,2,1,0,2,0,,0,1,3,2,4,3,9,1
"Cô Thìn Bán Nhà Đường 5m, Mặt Tiền VĨNH VIỄN Q10","Đường Vĩnh Viễn, Phường 5, Quận 10, Tp Hồ Chí Minh",1,2,1,0,0,0,1,,0,1,3,1,1,0,9,1
Bán nhà mặt tiền lý thái tổ quận 10,"Đường Lý Thái Tổ, Phường 2, Quận 10, Tp Hồ Chí Minh",2,3,1,1,0,0,2,,0,1,3,1,4,1,9,1
Bán nhà mặt tiền trần thiện chánh quận 10,"Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,2,2,0,0,2,,0,1,3,1,4,4,9,1
Tôi Kẹt Tiền bán GẤP nhà Hẻm 8m gần BigC MiềnĐông,"Đường Đồng Nai, Phường 15, Quận 10, Tp Hồ Chí Minh",2,2,1,0,0,0,2,,0,1,3,0,1,4,9,1
BÁN NHÀ HXH 6M LÝ THƯỜNG KIỆT F14 Q10 DT ( 4X17 ),"284/, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,0,2,,0,0,3,0,0,0,9,1
"Mặt tiền Vĩnh Viễn , Q 10, DT 12x14m,1 trệt, 3 lầu","Đường Vĩnh Viễn, Phường 4, Quận 10, Tp Hồ Chí Minh",3,3,2,2,0,2,1,,3,1,3,1,4,1,9,1
"Bán nhà mặt tiền 3/2, DT (4.2x20m), Hầm 6 tầng mới","Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",2,3,2,2,1,1,2,,3,1,3,1,4,4,9,1
Nhà Mặt tiền 493Lê Hồng Phong giá thấp thị trường,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,1,Đông Bắc,0,1,3,1,4,3,9,1
Mặt Tiền Q10 (4*20) Bà Hạt giá 17.5 tỷ,"Đường Bà Hạt, Phường 3, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,0,2,,0,1,3,0,0,3,9,1
"nhà rộng 48m2 hẻm lớn THÀNH THÁI,q10 có sổ riêng","Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",1,2,0,0,0,2,2,,0,1,3,0,1,4,9,1
"BánNhà MT Ngô Gia Tự,4 x 15m, Nh4,7m, 3Lầu,25,5 tỷ","Đường Ngô Gia Tự, Phường 3, Quận 10, Tp Hồ Chí Minh",2,3,1,1,0,0,1,,3,1,3,1,4,4,9,1
Cần trả nợ NH Bán GẤP nhà Ba Vì 90m2,"Đường Ba Vì, Phường 15, Quận 10, Tp Hồ Chí Minh",3,2,1,1,0,1,2,,0,1,1,1,2,4,9,1
Cô Ba bán GẤP nhà 5x18 Mặt Tiền gần Vạn Hạnh Mall,"Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,1,1,0,1,2,,0,1,3,0,1,4,9,1
Bán khách sạn 10 phòng sư vạn hạnh chỉ 16 tỷ5,"Sư Vạn Hanh, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,2,1,,0,0,0,1,1,3,9,1
Bán Nhà MT 10A Vĩnh Viễn 12x14m 3L-ST G-36 Tỷ Q10,"10A, Đường Vĩnh Viễn, Phường 2, Quận 10, Tp Hồ Chí Minh",3,3,2,2,0,2,1,,0,1,3,1,4,1,9,1
MTNội Bộ ThànhThái Hẻm 12m 5.5x12 Tr3L,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",1,1,1,1,0,2,0,,3,1,3,1,4,3,9,1
"CẦN TIỀN BÁN GẤP,1T1L,MTiền hẻmTrần Minh Quyền,Q10","Đường Trần Minh Quyền, Phường 11, Quận 10, Tp Hồ Chí Minh",2,2,0,0,0,0,1,,0,1,3,1,1,4,9,1
"Bán nhanh MT 3 Tháng 2 4,8x20 nở hậu đẹp, 44,9 tỷ","Đường 3/2, Phường 11, Quận 10, Tp Hồ Chí Minh",3,3,1,1,0,1,2,,0,1,2,2,4,1,9,1
Chủ vỡ nợ bán gấp căn nhà mặt tiền NGT buôn bán KD,"Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,0,Đông Bắc,0,1,0,1,4,0,9,1
"Mặt tiền,3 Tháng 2,85m2,5 tầng,thang máy,giá 24 tỷ","Đường 3/2, Phường 8, Quận 10, Tp Hồ Chí Minh",3,2,2,2,1,0,2,,0,1,0,2,4,1,9,1
"Kẹt vốn bán nhà Thành Thái Q10, giá bán 1tỷ380 SHR","Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,1,3,1,1,3,9,1
"CMT8, Quận 3, 2 lầu 78m2, Xe hơi đỗ cửa giá 6.8 tỷ","595, Đường Cách Mạng Tháng Tám, Phường 11, Quận 10, Tp Hồ Chí Minh",2,2,0,1,0,1,2,,0,1,3,1,3,2,9,1
"Cần vốn KD bán gấp nhà ở BẮC HẢI 72m2/1,35 TỶ","Đường Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh",2,1,0,1,0,1,1,,3,1,3,1,1,3,9,1
"Bán nhà trong cư xá Ngô Gia Tự, Quận 10","Đường Ngô Gia Tự, Phường 4, Quận 10, Tp Hồ Chí Minh",1,1,1,0,0,0,1,,0,1,3,1,1,0,9,1
"Mặt Tiền Trần Nhân Tôn, P.2, Q.10","Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",0,0,2,1,0,2,0,,3,1,3,1,4,2,9,1
Bán nhà hẻm xe tải 6m Tô Hiến Thành Q10,"Đường Tô Hiến Thành, Phường 12, Quận 10, Tp Hồ Chí Minh",0,0,0,1,0,0,0,Đông Bắc,0,1,1,1,3,4,9,1
CẦN BÁN GẤP NGÔI NHÀ VÍP QUẬN 10 - Ô TÔ - LÔ GỐC,"35, Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,3,0,3,1,4,4,9,1
hàng hót nhất đường mặt tiền lê hồng phong q.10,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,1,,0,1,3,2,4,3,9,1
"Mặt Tiền Trần Thiện Chánh 6 Lầu, Thang Máy, Q.10","Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,2,2,1,0,2,,0,1,3,1,1,1,9,1
"Bán Nhà Mặt Tiền KD, Bà Hạt, P4, Q10, Gía : 12 Tỷ","Đường Bà Hạt||5311, Phường 4, Quận 10, Tp Hồ Chí Minh",0,3,2,2,1,0,2,Tây Bắc,0,1,0,0,0,0,9,1
Nhà Q10 Hẻm 10m Đậu ÔTô 2 Chiều + Trong Nhà,"377/17, Đường Nguyễn Tri Phương, Phường 5, Quận 10, Tp Hồ Chí Minh",0,1,0,1,0,0,1,Đông Nam,0,1,1,1,4,2,9,1
"Nhà 1t1l 55m2 Tô Hiến Thành,Q10, 1 tỷ345tr, SHR","Đường Tô Hiến Thành, Phường 12, Quận 10, Tp Hồ Chí Minh",1,2,0,0,0,1,1,,0,1,3,2,1,4,9,1
"Bán gấp nhà 1T1L Sư Vạn Hạnh 55m2 1,32 tỷ gần TTTM","sư vạn hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",1,1,0,1,0,1,1,,0,1,2,1,0,3,9,1
"Mặt Tiền 3/2, P12,Q10. DT50m2, Trệt 3Lầu,Giá 6.7Tỷ","Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,0,1,3,1,0,2,9,1
"Bán gấp nhà 1T1L Lê Hồng Phong 68m2 1,222 tỷ SHR","Đường Lê Hồng Phong, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,2,1,1,4,9,1
Bán nhà1T1L 60m2 Bathánghai-Q3 gần nhàhát Hòa Bình,"Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",2,2,1,0,0,1,1,Đông Bắc,0,1,1,1,1,4,9,1
"Nhà Cách Mạng Tháng 8, Q10, 64m2, 1.45 tỷ,shr-xdtd","Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,0,2,Đông Nam,0,1,3,0,1,3,9,1
"Bán gấp nhà 1T1L Thành Thái 57m2 1,150 tỷ gần chợ","thành thái, Phường 12, Quận 10, Tp Hồ Chí Minh",1,1,1,0,0,1,1,,0,1,2,1,1,3,9,1
Giảm giá mạnh chỉ còn 11 tỷ 5 MT Lê Hồng Phong,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,1,,0,1,2,1,4,3,9,1
Bán gấp nhà Bà Hạt Q10 56m2 1T1L ở được SHR hẻm XH,"Đường Bà Hạt, Phường 8, Quận 10, Tp Hồ Chí Minh",1,1,1,1,0,0,2,Đông Nam,0,1,1,1,1,3,9,1
Bán nhà CMT8 Quận 10 DT(4.85x21m) 8 lầu thang máy,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,3,1,3,1,4,4,9,1
Bán gấp 1T1Lầu Tô Hiến Thành Q10 52m2/990TR SHR,"Đường Tô Hiến Thành||5421, Phường 15, Quận 10, Tp Hồ Chí Minh",1,2,0,1,0,1,0,,0,1,1,0,1,0,9,1
Bán nhà1T1L 60m2 Thành Thái-Q10 gần bệnh viện 115,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2,2,1,1,0,1,1,Đông Nam,0,1,0,1,1,3,9,1
"Nhà Mặt Tiền Quận 10, 5 Tầng Nhà Đẹp 12.5 Tỷ (TL)","Đường Nguyễn Lâm, Phường 6, Quận 10, Tp Hồ Chí Minh",1,0,2,1,0,0,1,,0,1,3,2,4,3,9,1
"Nhà 6x17,mới xây,sổ riêng,có HT vay,ngay trụ sở CA","H4, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,1,0,0,2,2,,0,1,3,1,0,4,9,1
"Mặt tiền Vip đường 3 tháng 2 230m2, 8m x 32m","8E, 3 tháng 2, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,0,1,0,2,4,3,9,1
Chạy thận bán nhà Tô Hiến Thành 72m2 Gần chợ SHR,"Đường Tô Hiến Thành, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,1,3,0,1,3,9,1
"NHÀ Q10, CMT8, 30m2,XE HƠI QĐ, CHỈ :","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh",0,1,1,0,0,2,0,,0,0,1,1,0,2,9,1
"KD LỖ VỐN BÁN NHÀ 1LẦU SƯ VẠN HẠNH,Q10 64M2 CÓ SỔ","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,Đông Nam,0,1,1,0,1,3,9,1
"Nhà mặt tiền Cách Mạng Tháng Tám 150m2, 24tỷ5","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh",3,2,1,1,0,1,2,,3,1,3,1,4,4,9,1
"DỊCH QUÁ BÁN MẶT TIỀN Q10 RẺ HƠN 2TỶ.79M2,CHỈ","Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Tp Hồ Chí Minh",2,2,1,1,0,0,2,Đông Nam,0,1,1,1,3,3,9,1
"Nợ đen bán gấp MT Quận 10, 5x10m, 4 lầu, HĐT: 30tr","Đường Đồng Nai, Phường 15, Quận 10, Tp Hồ Chí Minh",1,3,2,2,1,1,0,,0,1,3,1,0,0,9,1
"NHÀ TUYỆT PHẨM Q10, 7 CHỖ ĐỖ TẬN CỬA, 22M2, 4T","Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",0,3,1,1,1,0,0,,0,1,0,0,4,4,9,1
"Bán nhà mặt tiền đường 3 tháng 2, 4 x 14","Đường 3/2||5303, Phường 12, Quận 10, Tp Hồ Chí Minh",1,1,0,0,0,2,0,,3,1,3,1,4,1,9,1
"MT3/2 Q.10 4.13x18.1 siêu vị trí, không dính cầu","Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,0,1,0,2,0,,0,1,3,1,4,4,9,1
"Nhà tuyệt phẩm Q10, 7 chỗ đỗ tận cửa, 22m2, 4T","Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,1,0,,3,1,3,1,4,4,9,1
"LI DỊ BÁN GẤP NHÀ 1TR 1L CAO THẮNG Q10 62M2/1,3TY","Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,1,1,Đông,0,1,1,0,1,3,9,1
Gần chợ hoa Hồ Thị Kỷ,"343, Đường Trần Bình Trọng, Phường 1, Quận 10, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông Bắc,0,1,2,0,4,0,9,1
Chính chủ cần bán gấp trước tết MT Bà hạt .Q10 tôi,"Đường Bà Hạt, Phường 4, Quận 10, Tp Hồ Chí Minh",1,0,1,0,0,0,1,,3,1,3,1,4,3,9,1
"Bán nhà HXH Tô Hiến Thành, Quận 10, DT 65m2 (4x16)","Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,0,2,,0,3,3,1,1,1,9,1
"Cty phá sản bán nhà Thành Thái 75m2 gần chợ,SHR.","Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,1,3,0,1,3,9,1
VỠ NỢ BÁN NHÀ 1T1L LÊ HỒNG PHONG Q10 70M2-1TY050TR,"Đường Lê Hồng Phong, Phường 11, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,1,1,Đông Nam,0,1,1,1,0,3,9,1
MT thương hiệu Sư Vạn Hạnh- 3/2 Ngay khu VVVip Q10,"Đường Sư Vạn Hạnh||5408, Phường 12, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,1,1,,0,1,3,1,0,0,9,1
VỞ NỢ BÁN NHÀ 1T1L CAO THẮNG 80M2/1TY760TR Q10 SHR,"Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,2,,0,1,3,0,0,3,9,1
Chính chủ bán nhà ngay mặt tiền đường 3 tháng 2,"Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,2,0,,3,1,3,1,4,4,9,1
"Bán nhà góc 2MT Lê Hồng Phong, Q10 đoạn SIÊU ĐẸP.","Đường Lê Hồng Phong, Phường 10, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,1,0,,0,1,3,1,0,4,9,1
KẸT TIỀN BÁN NHÀ 1T2L 60M2- 2 TỶ-THÀNH THÁI Q10.,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,2,0,1,1,,0,1,3,1,1,0,9,1
cần bán gấp nhà mặt tiền mới 100% đường Hùng Vương,"Đường Hùng Vương, Phường 1, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,4,2,9,1
Nhà Góc 2Mt Thành Thái 7.5x11 5L TM HD Thuê 80tr,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",3,2,0,1,0,2,0,,3,1,3,1,4,1,9,1
Xoay vốn bán gấp nhà mặt tiền Nguyễn Tri Phương,"Đường Nguyễn Tri Phương, Phường 1, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,2,0,,3,1,3,1,4,0,9,1
"Siêu phẩm Quận 10, Đường 3/2, 80m2, DT 4X20m","3 Tháng 2, Phường 1, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,2,0,,3,1,3,1,1,0,9,1
Nhà Góc 2 Mặt Tiền Ngô Quyền & Nguyễn Chí Thanh,"Đường Ngô Quyền, Phường 1, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,2,0,,3,1,3,1,4,4,9,1
Đổ nợ cần bán gấp nhà Mặt Tiền Trần Thiện Chánh,"Đường Trần Thiện Chánh, Phường 1, Quận 10, Tp Hồ Chí Minh",3,2,2,1,0,2,0,,3,1,3,1,4,4,9,1
Chính chủ bán gấp nhà mặt tiền Sư Vạn Hạnh,"Đường Sư Vạn Hạnh, Phường 1, Quận 10, Tp Hồ Chí Minh",3,2,2,1,0,2,2,,3,1,3,1,4,2,9,1
"ĐI MỸ BÁN NHÀ 1T1L SƯ VẠN HẠNH Q,10 65M2-1TY4 SHR","Đường Sư Vạn Hạnh, Phường 10, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,Đông Nam,0,1,1,1,1,0,9,1
Vỡ nợ cần bán gấp nhà góc 2 mặt tiền Lê Hồng Phong,"Đường Lê Hồng Phong, Phường 1, Quận 10, Tp Hồ Chí Minh",1,0,2,1,0,2,0,,3,1,3,1,4,0,9,1
Cần chia tài sản bán gấp nhà mặt tiền Bà Hạt – 3.5,"Đường Bà Hạt, Phường 2, Quận 10, Tp Hồ Chí Minh",1,1,2,1,0,2,0,,3,1,3,1,4,0,9,1
"GẤP!!! BÁN BIỆT THỰ Đ. 3/2 GIÁ HÓT 1 TỶ 475TR,67M2","Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,3,2,1,1,4,9,1
Bán nhà mặt tiền 7A Thành Thái 4 x 18 3 lầu ST,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,2,1,1,0,2,,0,1,3,2,4,3,9,1
BÁN NHÀ TÔ HIẾN THÀNH Q10 65M2 SHR 1TỶ2,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,1,1,,0,1,3,1,1,0,9,1
Bán nhà mới xây quận 10 hẻm Lê Hồng Phong,"Đường Sư Vạn Hạnh, Phường 11, Quận 10, Tp Hồ Chí Minh",1,1,1,0,0,1,0,,0,1,1,1,0,0,9,1
"Căn hộ Hà Đô 52.3M2, VIEW NỘI KHU, FULL NỘI THẤT","Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",1,0,0,0,0,2,0,Tây Bắc,0,1,3,1,3,1,9,1
"KẸT VỐN BÁN NHÀ TÔ HIẾN THÀNH,Q10,65M2,1TY35,SHR","Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,1,1,,0,1,3,1,1,3,9,1
"MT Sư Vạn Hạnh nd, P13, Q10","đường Sư Vạn Hạnh nối dài, Phường 13, Quận 10, Tp Hồ Chí Minh",2,2,0,0,0,0,2,,0,1,3,1,4,3,9,1
PHÁ SẢN BÁN NHÀ 1LẦUTÔ HIẾN THÀNH-Q10 1TY53,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,Đông Nam,0,1,1,0,1,3,9,1
"MẶT TIỀN 4 TẦNG KD ĐỈNH, NGUYỄN GIẢN THANH, 30M2","Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,0,,0,1,0,2,4,0,9,1
"KD THUA LỔ BÁN GẤP NHÀ 65M2/1TY570, Đ,3/2 Q10,SHR","Đường 3/2, Phường 10, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,0,2,,0,1,3,1,1,3,9,1
"CHÚ 5 BÁN GẤP NHÀ HXH SƯ VẠN HẠNH,Q10,65M2,1.1 TỶ","Đường Sư Vạn Hạnh, Phường 10, Quận 10, Tp Hồ Chí Minh",2,1,0,0,0,1,1,,3,1,3,1,1,3,9,1
BÁN GẤP NHÀ TÔ HIẾN THÀNH P13 Q.10 58M2 1Tỷ280 SHR,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",1,2,0,0,0,0,1,,0,1,1,1,1,3,9,1
CẦN VỐN KD BÁN GẤP CĂN SƯ VẠN HẠNH Q10 56m2 1TỶ280,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",1,2,1,0,0,0,1,,0,1,1,1,1,3,9,1
Nhà 65m2 MT Hoàng Dư Khương Q10,"Đường Hoàng Dư Khương, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,2,0,1,1,,0,1,1,1,2,2,9,1
bán nhà mặt tiền Trần Nhân Tôn F2 Q10,"Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",2,2,1,0,0,0,2,Đông Bắc,0,1,3,2,4,3,9,1
"Nhà 1l1l đường Thành Thái Q10,60m2/1ty15,SHR,XDTD","Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,3,1,1,3,9,1
Bán nhà MT phố kinh doanh nội thất Q10 giá 18 tỷ,"Ngô Gia Tự, Phường 2, Quận 10, Tp Hồ Chí Minh",2,1,1,2,0,2,0,,3,1,3,1,4,0,9,1
"ĐỊNH CƯ BÁN NHÀ HÒA HƯNG, PHƯỜNG 12, QUẬN 10","đường Hòa Hưng quận 10, Phường 12, Quận 10, Tp Hồ Chí Minh",2,0,1,1,0,0,1,,0,1,3,1,2,1,9,1
"Bán nhà MT đường Sư Vạn Hạnh, Phường 10, Quận 10","Đường Sư Vạn Hạnh, Phường 10, Quận 10, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,1,3,1,4,3,9,1
Bán gấp nhà đường CMT8 mới đẹp giá chỉ hơn 4 tỷ,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Tp Hồ Chí Minh",0,2,1,1,0,0,0,,0,1,1,0,0,4,9,1
Bán nhà hẻm an ninh quận 10 - Gần chợ Hòa Hưng.,"TÔ HIẾN THÀNH, Phường 13, Quận 10, Tp Hồ Chí Minh",1,1,0,0,0,1,1,,0,1,3,1,3,2,9,1
HẺM 6M THÔNG CMT8 ( 8 * 7 ) 2 LẦU 6.85 TỶ,"Đường Nguyễn Đình Chiểu, Phường 13, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,2,0,Nam,0,1,0,1,1,4,9,1
BÁN GẤP MT BÀ HẠT 4X20M NỞ HẬU 5M 17.8 TỈ,"Đường Bà Hạt, Phường 6, Quận 10, Tp Hồ Chí Minh",2,1,2,2,0,0,2,,0,1,3,2,1,3,9,1
Bán dãy trọ khu KL2 Mỹ Phước 3,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Tp Hồ Chí Minh",3,2,0,0,0,1,2,,0,1,3,1,1,3,9,1
"Giảm giá 150 triệu đế bán nhanh nhà CMT8, 40m giá","357, cách mạng tháng tám, Phường 12, Quận 10, Tp Hồ Chí Minh",2,2,1,0,0,0,1,,0,1,3,1,2,4,9,1
"Chạy thận bán gấp nhà ở Lý Thái Tổ Q10,Giá 1ty250","Đường Lý Thái Tổ, Phường 10, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,1,1,1,3,9,1
Phá sản bán nhà 1t1l 52m2 ở Nguyễn Tri Phương Q.10,"Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",1,0,1,0,0,0,1,,0,1,1,1,0,0,9,1
BANK THANH LÝ BIỆT THỰ NHÀ PHỐ LK AEON BÌNH TÂN,"Đường Hồng Bàng, Phường 10, Quận 10, Tp Hồ Chí Minh",3,3,2,2,0,1,2,,0,1,0,0,1,4,9,1
"Chú 8 bán nhà đường Sư Vạn Hạnh Q10,58m2/1ty05,SHR","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",1,1,1,0,0,0,1,,0,1,3,1,0,3,9,1
Nhà CỰC ĐẸP TRUNG TÂM QUẬN 10 chỉ nhỉnh 5tỷ,"Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh",1,1,2,1,0,2,0,,0,1,3,1,3,4,9,1
BÁN LỖ ! MTKD 3 tháng 2 Q10 chỉ còn 12.3 tỷ,"Đường 3/2, Phường 11, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,1,,0,1,3,1,4,3,9,1
MT hẻm 8m Lý Thường Kiệt ngang 6m kế Xi Grand Cour,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,0,1,3,1,0,2,9,1
MT Hướng Đông Nam- đường 3 Tháng 2 giá CỰC TỐT,"Đường 3/2, Phường 1, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,1,Đông Nam,3,1,3,1,0,3,9,1
MT H. Đông Nam Bà Hạt- Sư Vạn Hạnh VIPPP Q10,"Đường Bà Hạt||5311, Phường 9, Quận 10, Tp Hồ Chí Minh",1,0,2,2,0,0,1,Đông Nam,0,1,3,1,4,3,9,1
MT Sư Vạn Hạnh - Vĩnh Viễn 45m2 Giá Cực Tốt,"Đường Sư Vạn Hạnh, Phường 9, Quận 10, Tp Hồ Chí Minh",1,1,1,1,0,0,2,,0,1,3,1,0,3,9,1
CHÍNH CHỦ BÁN GẤP NHÀ TRUNG TÂM Q10 3tỷ9,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Tp Hồ Chí Minh",2,3,2,2,0,2,0,,0,1,0,1,0,1,9,1
Cần Vốn Làm Ăn Bán Gấp nhà 1T1L 120m2 đường Bà Hạt,"Đường Bà Hạt, Phường 9, Quận 10, Tp Hồ Chí Minh",3,2,0,0,0,0,1,,0,1,3,0,0,4,9,1
"bán nhà mặt tiền đường Hoàn Dư Khương DT 4X14M, 2L","Đường Hoàng Dư Khương, Phường 12, Quận 10, Tp Hồ Chí Minh",1,2,1,2,0,0,1,,0,1,3,1,4,4,9,1
Bán gấp 1T1Lầu Lý Thường Kiệt 41m2/1.222tỷ SHR,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",1,1,0,1,0,1,0,,0,1,1,0,0,4,9,1
