title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
"Nhà 1 lầu Mai Xuân Thưởng,P1,Q6 gần CA Q6 SHR mới","Đường Mai Xuân Thưởng, Phường 1, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,1,1,Đông Nam,0,1,1,0,0,0,5,1
Nhà Hồng Bàng Quận 6 giao Nguyễn thị nhỏ,Hồng Bàng,3,1,1,0,0,2,0,,0,2,1,0,2,2,5,1
"Nhà 1T1L,SHR, (4*14) 56m2, Hồng Bàng-Q6, 1 tỷ 960","Đường Hồng Bàng, Phường 6, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,0,1,,0,2,3,1,0,4,5,1
Bán gấp nhà gần Khu Dân cư Bình Phú Tôi chính chủ,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",2,2,1,0,0,0,1,,0,1,2,0,1,3,5,1
bán nhà phường 10 quận 6 tphcm dt 67m2,"Đường 32B, Phường 10, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,1,2,Tây Nam,0,1,0,1,3,2,5,1
Nhà MTNB Bình Phú 1-Chợ Lớn 4x20m 1 trệt 2 lầu ST,"Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,0,2,,0,1,3,1,0,0,5,1
"bán nhà ở kinh dương vương quận 6,có SHR","Đường Kinh Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,1,1,Đông,3,2,3,1,1,0,5,1
MTNB Bình Phú 4x10m 1trệt 2lầuST ngay Võ Văn Kiệt,"Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",0,2,1,1,0,0,0,,0,1,3,1,0,0,5,1
Nhà đẹp mặt tiền Lê Quang Sung cần bán 6ty150 TL,"Đường Lê Quang Sung, Phường 9, Quận 6, Tp Hồ Chí Minh",1,2,1,1,1,0,0,Tây Nam,0,1,1,0,3,4,5,1
4•Lầu Mặt Tiền 368 Kinh Dương Vương 4x14-8 phòng🔥,"370, Đường Kinh Dương Vương, Phường 1, Quận 6, Tp Hồ Chí Minh",1,3,2,1,1,0,1,Đông Bắc,3,1,3,1,4,2,5,1
"Nhà Bình Phú Q6: 4*19m, 2 lầu ST giá chỉ 8.6 tỷ TL","Đường Số 30, Phường 11, Quận 6, Tp Hồ Chí Minh",2,1,1,1,0,0,2,,3,1,3,1,3,2,5,1
"Nhà HXH Phạm Văn Chí, Q6- 2,840tỷ-54m²- 1trệt 2lầu","Đường Phạm Văn Chí, Phường 5, Quận 6, Tp Hồ Chí Minh",1,1,1,1,0,2,0,,0,2,3,0,2,4,5,1
"Nhà 3Mt hẻm 5m, Tân Hóa, Q 6, 3.9x11, nhà mới đẹp.","Đường Kênh Tân Hóa, Phường 14, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,0,1,,0,2,3,1,3,1,5,1
RA ĐI NHANH NHÀ 1T1L PHẠM PHÚ THỨ Q6 55M2/1ty030,"Đường Phạm Phú Thứ, Phường 4, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,1,1,,0,2,3,1,1,3,5,1
Bán nhà Quận 6 Đường PHẠM VĂN CHÍ. Hẻm 1/,"Đường Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,3,2,3,1,2,3,5,1
Nhà đẹp cần thanh lý 1 trệt 1 lầu 2 phòng ngủ 1wc,"Đường Vành Đai, Phường 10, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,1,3,1,1,0,5,1
"Nhà Q6 136m2 , 1 trệt 1 lầu đúc thật","Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",3,2,2,2,0,2,2,,3,1,3,1,1,1,5,1
"Bớt 200 triệu nhà chính chủ quận 6, Phường 10, SHR","Đường 23, Phường 10, Quận 6, Tp Hồ Chí Minh",2,2,1,0,0,1,1,,0,1,1,1,1,3,5,1
mặt tiền đso 28 bình phú 3 lau giá 9ty200,"đso 28 bình phú 1 q6, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,2,2,0,0,2,Nam,0,1,3,1,3,2,5,1
Nhà 3 tấm 4x18m cần bán gấp trong khu ẩm thực,"Đường Số 11, Phường 13, Quận 6, Tp Hồ Chí Minh",2,3,2,2,0,0,2,Nam,0,1,1,1,4,3,5,1
"Mt Kdc Bình Phú 1 , 4x18m 1 lững 3 lầu","Đường Bình Phú 1, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,2,1,0,0,2,,3,1,3,1,3,2,5,1
CHUYỂN NHÀ VỀ QUÊ SỐNG BÁN NHÀ LÊ QUANG SUNG Q6 SH,"Đường Lê Quang Sung, Phường 9, Quận 6, Tp Hồ Chí Minh",0,1,0,1,0,0,0,,0,2,3,0,1,0,5,1
"ĐỊNH CƯ SANG NƯỚC NGOÀI BÁN GẤP, LÊ QUANG SUNG,Q6","Đường Lê Quang Sung, Phường 5, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,3,2,3,1,1,0,5,1
chuyển chỗ ở sang lại căn nhà Lê Tuấn Mậu 1ty120,"Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,0,1,,0,1,1,0,1,3,5,1
"NHÀ PHAN VĂN VĂN KHỎE, Q6, GẦN CHỢ BÌNH TÂY, 48m2","Đường Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh",1,0,1,1,0,1,0,,0,2,3,1,1,0,5,1
"CẦN TIỀN CHỮA BỆNH BÁN NHÀ BÌNH PHÚ Q6 880TR, 48M2","Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,2,2,1,1,0,5,1
THIẾU VỐN KINH DOANH BÁN GẤP PHAN VĂN KHOẺ P.5 Q.6,"Đường Phan Văn Khoẻ, Phường 5, Quận 6, Tp Hồ Chí Minh",1,3,1,1,0,1,1,,0,2,3,0,1,3,5,1
"Bán nhà MT cực rẻ phố ẩm thực, dễ cho thuê lại!!!","16, Đường 11 cư xá ra đa, Phường 13, Quận 6, Tp Hồ Chí Minh",2,3,2,2,0,0,2,Nam,0,1,2,1,4,3,5,1
Chữa bệnh cần tiền bán nhà quận 6 SHR,"cư xá phú lâm A, Phường 12, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,1,3,1,0,0,5,1
Cần tiền bán gấp nhà trả nợ cho con thua bài bạc,"đường số 6, Phường 11, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,0,1,,0,1,3,1,0,0,5,1
"Bán rẻ nhà Trần Văn Kiểu, Q6 2tỉ115 kết cấu đẹp","Đường Trần Văn Kiểu, Phường 11, Quận 6, Tp Hồ Chí Minh",3,3,0,0,0,1,2,,0,2,3,0,1,4,5,1
"Nhà đẹp, 1 trệt 3 lầu, p11 Q6, đang cho thuê 50tr","Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",1,3,1,1,0,0,1,,3,1,3,1,1,0,5,1
nhà ngang 4 dài 5 gác suốt,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,1,2,3,1,0,0,5,1
"Bán Nhà 2 mặt tiền, khu dân cư Bình Phú, P11, Q6","Đường 20, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,2,2,0,2,1,,3,1,3,1,4,0,5,1
Nguyễn Đình Chi P9 Q6,"Đường Nguyễn Đình Chi, Phường 9, Quận 6, Tp Hồ Chí Minh",1,1,1,1,0,0,2,Nam,0,1,3,2,3,2,5,1
"Bán nhà 56m2 SHR,cách Bến xe Chợ Lớn 500 mét.","Đường Lê Quang Sung, Phường 6, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,2,0,,0,1,3,1,1,3,5,1
MT Đặng Nguyên Cẩn ngay chợ Phú Lâm(4*18)14 tỷ,"Đường Đặng Nguyên Cẩn, Phường 13, Quận 6, Tp Hồ Chí Minh",3,3,2,2,0,2,2,,3,1,3,1,2,0,5,1
Bán nhà gấp cư xá Phú Lâm sang tên công chứng liền,"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Tp Hồ Chí Minh",2,2,0,0,0,0,1,,0,1,1,0,0,3,5,1
Nhà gần chợ Bình Tiên gần công an phường 6,"Đường Bình Tiên, Phường 8, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,3,2,3,1,2,4,5,1
"Bán nhà Đường Phạm Hữu Trí,Phường 8,Quận 6,Giá 930","Đường Phạm Hữu Chí, Phường 8, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,0,1,,3,1,3,1,1,0,5,1
"Di cư về quê,bán nhà Đường Bình Tiên,Quận 6, 4x15.","Đường Bình Tiên, Phường 6, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,0,1,1,0,5,1
Nhà ở quận 6 kèm 2 phòng trọ,Đường Hậu Giang,2,3,1,1,0,0,2,,0,2,1,1,1,4,5,1
"Bán nhà còn mới 3.5 X 12.2, hẻm 4m Bà Hom P13 Q6","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,2,0,Nam,3,2,3,1,3,1,5,1
"Nhà Mặt Tiền Kinh Doanh Cư Xá Phú Lâm B, P13, Q6","16, Đường Số 11 Cư xá Ra Đa, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,2,2,0,0,2,Nam,0,1,1,1,4,3,5,1
Cần bán nhà trên đường Bà Hom cách chợ 300m,"Đường Bà Hom, Phường 11, Quận 6, Tp Hồ Chí Minh",2,2,0,0,0,0,1,,0,1,2,0,1,0,5,1
"Nhà 1T1L 80m2 Lê Tuấn Mậu,Q6,CV Phú Lâm,SHR,1Tỷ2","Đường Lê Tuấn Mậu, Phường 13, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,1,2,,0,1,3,1,0,0,5,1
Bán nhà Mặt Tiền Đường Bình Phú ngay Metro,"Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,0,2,Đông Nam,3,1,3,1,0,3,5,1
Nhà ngộp cần bán gâp tại khu phố ẩm thực Quận 6,"16, Đường Số 11 Cư xá Ra Đa, Phường 13, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,0,2,Nam,0,1,2,1,4,3,5,1
Nhà 2 tầng 30m2 khu ẩm thực q6,"Đường Số 41, Phường 10, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây,0,1,1,1,3,1,5,1
"Bán nhà mặt tiền Bình Tiên q6 ,đường lớn, lề rộng","Bình Tiên, Phường 3, Quận 6, Tp Hồ Chí Minh",0,2,0,0,0,0,1,Tây Nam,0,1,1,1,3,1,5,1
Nhà đúc 2 Tấm 1/ Hậu Giang hẻm xe hơi 6m.Chính chủ,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông,0,2,3,0,3,4,5,1
Nhà mat tiền kinh doanh 38m2 đuong minh phung,"Đường Lê Quang Sung, Phường 6, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,1,3,1,0,0,5,1
Chính chủ bán nhà 1/ Hẻm 3M Đường Hậu Giang Quận 6,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,1,3,1,5,1
"NHÀ 100M2 CƯ XÁ PHÚ LÂM A, QUẬN 6","Đường Cư Xá Phú Lâm A, Phường 12, Quận 6, Tp Hồ Chí Minh",3,2,0,1,0,2,0,,0,2,3,1,0,0,5,1
Nhà chợ Lớn Bình Tây (5*25m) 6 lầu chỉ còn 38.5 tỷ,"Đường Lê Tấn Kế, Phường 2, Quận 6, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,0,1,3,1,4,4,5,1
MT Lê Tấn Kế Chợ Lớn Q6: 6 lầu Thang máy $ 38.5 tỷ,"Đường Lê Tấn Kế, Phường 2, Quận 6, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,3,1,3,1,4,4,5,1
"Nhà rẽ Hậu Giang.p12.q6 hẻm 3,5m thông 4 hướng.","Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,Đông Bắc,0,2,3,1,0,1,5,1
"Nhà Quận 6 Hẻm Xe Hơi Nguyễn Văn Luông,6x13m, 3L","Nguyễn Văn Luông, Phường 10, Quận 6, Tp Hồ Chí Minh",2,1,2,1,0,2,1,,0,2,3,1,3,0,5,1
Q6 nhà Xe hơi.khu Ng Văn Luông 220m2 giá 5ty6.chủ,Đường Đặng Nguyên Cẩn,1,3,2,1,0,0,2,,0,1,3,1,3,2,5,1
Nhà Gần Chợ Cây Gõ . Q6 -shr -hẻm ô tô,"Minh phụng, Phường 9, Quận 6, Tp Hồ Chí Minh",0,0,1,0,0,2,0,,0,2,3,1,2,4,5,1
Bán Nhà Quận 6 Hẻm Đường Bình Tiên - 1 Lầu Mới,"Đường Bình Tiên, Phường 3, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,1,0,,0,2,3,1,0,0,5,1
Nhà mặt tiền khu Bình Phú P11 Q6 4x20 3 tấm rưỡi,"Đường Bình Phú 1, Phường 11, Quận 6, Tp Hồ Chí Minh",2,3,1,1,0,0,2,Đông Nam,0,1,1,1,3,2,5,1
Nhà Quận 6 Mặt Tiền Phạm Văn Chí Trệt + 5 Lầu,"Đường Phạm Văn Chí, Phường 1, Quận 6, Tp Hồ Chí Minh",2,1,2,2,1,2,0,,0,1,3,1,4,0,5,1
Nhà Quận 6 Mặt Tiền Đường Chu Văn An - Trệt 4 Lầu,"Đường Chu Văn An, Phường 1, Quận 6, Tp Hồ Chí Minh",2,3,2,1,1,0,2,,0,1,3,1,4,1,5,1
Nhà 1 trệt 1 lầu 48m2 đường hồng bàng p12 q6,"995/58/3c, Hồng Bàng, Phường 12, Quận 6, Tp Hồ Chí Minh",1,0,1,0,0,2,0,Đông Bắc,0,2,3,2,1,1,5,1
Nhà Mặt Tiền Khu Dân Cư Bình Phú quận 6,"Đường Số 41, Phường 10, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,1,2,1,3,4,5,1
Góc 2mt duong 23va21a dt 348m,"22, Đường 23, Phường 10, Quận 6, Tp Hồ Chí Minh",2,3,2,2,1,1,2,Tây Nam,3,1,3,1,4,1,5,1
Bán gấp nhà 1 lầu 60m2 hẻm 336 Ng Văn Luông Q6,"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",2,1,0,0,0,0,1,,3,2,3,1,2,1,5,1
Nhà chính chủ chưa qua đầu tư,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông Bắc,0,2,3,2,0,1,5,1
"Bán nhà đẹp hẻm xe tải, Quận 6, 34m2","Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,0,3,1,5,1
Nhà hẻm 231 bình tiên ngay ngã 3 có cửa hậu,"Hẻm 231 Bình Tiên, Đường Bình Tiên, Phường 8, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,Đông Nam,0,2,2,1,3,4,5,1
CHÍNH CHỦ BÁN MẶT TIỀN ĐƯỜNG BÌNH PHÚ ( 3x10) BTCT,"Đường 43, Phường 10, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông,0,1,3,1,0,1,5,1
"MT Lý Chiêu Hoàng Q6 (6,5x28) giá chỉ 12 tỷ 900 TL","Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",3,2,1,1,0,2,2,,0,1,3,2,1,3,5,1
Nhà Lê Quang Sung 56 M2 Cần Sang Ngay,"Đường Lê Quang Sung, Phường 6, Quận 6, Tp Hồ Chí Minh",1,1,1,0,0,2,0,,0,2,3,2,1,3,5,1
Kẹt tiền cần bán gấp nhà,"Đường Hồng Bàng, Phường 9, Quận 6, Tp Hồ Chí Minh",2,2,1,0,0,1,1,Nam,0,2,3,0,2,1,5,1
"Sốc! Chỉ 7.3 tỷ cho 86m2, HXH Nguyễn Văn Luông, q6","Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",3,3,1,0,0,1,2,Đông Bắc,3,2,3,1,2,2,5,1
"Bán nhà MT Bà Hôm p13.q6, 4.88x14m, 5 lầu,ST,","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",2,1,2,2,0,2,0,,0,1,3,1,4,0,5,1
Bán nhà chợ binh Tây chợ lớn,"Đường Phan Văn Khoẻ, Phường 5, Quận 6, Tp Hồ Chí Minh",0,3,0,0,0,0,0,Đông,0,2,3,1,3,4,5,1
Nhà bán 1/ Hậu Giang 7x4m Phường 12 Quận 6,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,1,0,1,5,1
"HXH Tân Hòa Đông,F14-Q6(4,4x13)1trệt 1lầu 1ST 4,15","Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",1,2,1,1,0,0,1,Đông Bắc,0,2,2,1,2,4,5,1
"Nhà Hậu Giang Quận 6, hẻm 1 xẹt thông xe, 2PN, 3WC","Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",0,1,0,1,0,0,0,,0,2,2,1,0,1,5,1
"Nhà 1 trệt 1 lầu 87,1m2 đường Văn Thân p8,q6","103/7A, Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",3,1,1,0,0,1,2,Đông Nam,0,2,2,1,2,2,5,1
"Nhà góc 2 mặt tiền hẻm 3 tấm rưỡi, Tân Hòa Đông Q6","Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",0,0,0,1,0,0,0,Tây,0,2,3,1,3,1,5,1
Nhà Bến Phú Lâm p9 q6 ( 4 X 12 ) 1 lầu,"Đường Bến Phú Lâm, Phường 9, Quận 6, Tp Hồ Chí Minh",1,2,0,0,0,0,1,,0,2,0,1,3,4,5,1
nhà nhỏ còn mới 20m2 f.10 quận 6,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,1,2,3,1,0,0,5,1
"Nhà 2 lầu,99m2,góc 2 hẻm, hẻm xe hơi,Tân Hóa Q6","47/5E2, Đường Tân Hóa, Phường 14, Quận 6, Tp Hồ Chí Minh",0,2,1,1,0,1,0,Tây Bắc,3,2,3,1,4,2,5,1
"bán nhà nát 56m2/1.45 tỷ_Đ Bà Hom,Q6_sổ hồng riêng","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,0,1,Đông Nam,0,2,3,1,1,3,5,1
"Nhà đs 28 Bình Phú, Quận 6: 4*19m, 2 lầu, 8.6 tỷ!!","Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",2,1,1,1,0,0,2,,3,1,3,1,3,2,5,1
XOAY VỐN KD RA GẤP NHÀ 40M2 ĐG HẬU GIANG Q.6 SH,"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,2,3,5,1
Bán nhà quận 6 đường Văn Thân giá 3ty250 còn TL,"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",0,1,0,1,0,0,0,Đông,0,2,3,1,3,4,5,1
"Bán gấp căn BìnhTiên,Q6 41m2 giá1tỷ560tr, SHR,XDTD","Đường Bình Tiên, Phường 8, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,2,0,,0,2,3,0,2,3,5,1
"Nhà bán HXH 5M Phạm Văn Chí,Q6 1T1L,2PN,50M2-SHR","Đường Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,1,0,,0,2,3,0,0,4,5,1
"Nhà mặt tiền Cư xá Phú Lâm D, 2 lầu(4x16m) 4PN 5WC","Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, Tp Hồ Chí Minh",2,2,1,2,0,0,2,Tây,3,1,3,1,3,2,5,1
"Cần bán nhà hẻm p11 q6 1 trệt 1 lầu 5 , giá 1,65ty","Đường Bà Hom, Phường 1, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,2,0,,3,2,3,1,0,0,5,1
"Ngộp vốn bán gấp MT Bình Phú, P11, Q6 4x21m 2 lầu","Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",2,1,1,1,1,0,2,,0,1,3,1,0,0,5,1
Còn sót lại 1 căn 135.8m2 hậu giang.giá 5ty7,"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",2,2,2,2,0,2,2,Đông Nam,0,2,3,1,0,2,5,1
"Vỡ nợ bán gấp nhà HẬU GIANG Q6, 56M2, 2TỶ125, SHR","Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh",1,1,0,0,0,0,1,,3,2,3,1,2,4,5,1
Nhà HXH 1 trệt 2 lầu - NguyễnVănLuông Q6,"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",1,2,1,1,0,0,1,,3,2,3,1,3,4,5,1
"Nhà 1 lầu BTCT Đường Hậu Giang,Q6- 44m2- 2,240 tỷ-","Đường Hậu Giang A, Phường 11, Quận 6, Tp Hồ Chí Minh",1,2,0,1,0,2,0,,0,2,3,0,2,4,5,1
Nhà 4Lầu View Cổ Điển - 368 Kinh Dương Vương QBT🔥,"368, Đường Kinh Dương Vương, Phường 1, Quận 6, Tp Hồ Chí Minh",1,3,2,1,1,0,1,Đông Bắc,3,1,3,1,4,2,5,1
Bán Nhà Mặt tiền đường số 12m P10 Q6,"8L, Đường 32B, Phường 10, Quận 6, Tp Hồ Chí Minh",1,1,1,1,0,0,1,Bắc,0,1,0,1,3,2,5,1
"Nhà góc 2 mặt tiền đ. An Dương Vương, Q6, 105m2","Đường An Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh",3,2,0,0,0,1,2,,0,1,3,1,1,2,5,1
Nhà c4 Cư Xá Phú Lâm D Q6 60m2 cực hiếm có khó tìm,"Đường Bình Phú 1, Phường 11, Quận 6, Tp Hồ Chí Minh",2,0,1,1,0,0,1,Nam,0,1,2,0,0,2,5,1
"Nhà Quận 6 Phạm Văn Chí, giá TL 1ty25, hoàn công","Đường Phạm Văn Chí||3842, Phường 8, Quận 6, Tp Hồ Chí Minh",0,0,1,0,0,0,1,,0,2,3,1,1,3,5,1
Bán biệt thự cư xá Phú Lâm,"Đường 32B, Phường 10, Quận 6, Tp Hồ Chí Minh",1,0,1,1,0,0,1,,0,3,0,1,3,2,5,1
bán nhà hẻm xe hơi 564 An Dương Vương P10 Q6 tphcm,"564/10 An Dương Vương p10 q6, Đường An Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh",2,1,1,0,0,1,1,Tây Bắc,0,0,3,1,2,2,5,1
"Nhà Bình Tiên, Q6, 73m2, 1.45 tỷ, tiện ở, shr,xdtd","Đường Bình Tiên, Phường 4, Quận 6, Tp Hồ Chí Minh",2,1,0,0,0,1,1,Đông Nam,0,1,3,0,1,3,5,1
"bán nhà góc 2 mặt tiền 1 trệt, 1 lầu nở hậu","Đường Lò Gốm, Phường 9, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,1,Tây,0,1,3,2,4,2,5,1
Hẻm 8m 468 Nguyễn Văn Luông q6 (12×4.3) 4 lầu đẹp,"468, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",1,3,2,2,1,2,0,Bắc,0,1,0,1,3,2,5,1
"Nhà cấp 3 hẽm thông, ngay trung tâm, tiện ích xq","Đường Mai Xuân Thưởng, Phường 4, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,1,0,,0,2,3,0,0,1,5,1
"Kẹt tiền trả ngân hàng, bán gấp nhà Đ.32C, Quận 6","Đường 32C, Phường 10, Quận 6, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,1,2,3,2,0,3,5,1
"TÔI CHÍNH CHỦ BÁN NHANH NHÀ BẾN BÃI SẬY,Q6,GẦN CHỢ","Bến Bãi Sậy, Phường 4, Quận 6, Tp Hồ Chí Minh",1,0,0,0,0,1,0,,0,2,3,0,0,3,5,1
BÁN NHÀ BÀ HOM Q6 53m2 SHR XDTD,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",1,2,1,1,0,0,1,,0,2,3,0,1,3,5,1
Cần Vốn Bán Nhà Nguyễn Văn Luông Quận 6 54m2 Hxh,"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",1,3,1,1,0,0,1,,0,2,3,1,1,4,5,1
TÔI CẦN BÁN GẤP NHÀ PHẠM VĂN CHÍ P3 QUẬN 6 DT:65M2,"Đường Phạm Văn Chí, Phường 3, Quận 6, Tp Hồ Chí Minh",2,2,1,1,0,1,1,,0,2,3,0,1,0,5,1
"VAY NÓNG BÁN NHÀ TÂN HÒA ĐÔNG Q6 CHỈ 1,346 TỶ 62M2","Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,0,2,3,0,1,4,5,1
XOAY VỐN KD CẦN BÁN GẤP NHÀ BÀ HOM QUẬN 6 52M2,"Đường Bà Hom, Phường 12, Quận 6, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,0,2,3,0,0,4,5,1
"Bán Rất Gấp góc 2MT Đường số 23,Q6 15x23 2Lầu SHR","Đường 23, Phường 11, Quận 6, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,0,1,3,2,3,1,5,1
"Nhà góc 2 MT Hoàng Lê Kha, Q6 7.14x22(NH: 9m) 5Lau","Đường Hoàng Lê Kha, Phường 9, Quận 6, Tp Hồ Chí Minh",3,2,2,1,1,2,2,,0,1,3,1,3,4,5,1
"Mặt tiền Hoàng Lê Kha,Q6 DT KHỦNG: 6x33 Giá HẠT DẺ","Hoàng Lê Kha, Phường 9, Quận 6, Tp Hồ Chí Minh",3,3,1,1,0,2,2,,0,1,3,1,3,1,5,1
"Bán gấp MT Bình Phú 1, Q6 4x24 Giá Tốt CHỈ 8.7ty","Đường Bình Phú 1, Phường 11, Quận 6, Tp Hồ Chí Minh",3,2,1,1,0,0,2,,0,1,3,1,2,2,5,1
"Bán Gấp MT Hậu Giang,P5,Q6 4.4x15.4 2Lầu SHR","Đường Hậu Giang, Phường 5, Quận 6, Tp Hồ Chí Minh",2,1,2,1,0,1,2,,0,1,3,1,4,1,5,1
"Mặt tiền PHẠM ĐÌNH HỔ,Q6 DT 4x30 1Lầu Giá TỐT 15ty","Đường Phạm Đình Hổ||3838, Phường 6, Quận 6, Tp Hồ Chí Minh",3,2,1,1,0,0,2,,0,1,3,1,0,0,5,1
"Bán MT Nguyễn Văn Luông,Q6 5x27.5 7Lau/ HĐ140tr/th","Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",3,2,2,1,1,1,2,,0,1,3,2,4,1,5,1
Nhà Mới1 trệt 2 lầu+ sân thượng Tặng full nội thất,"Đường 32B, Phường 10, Quận 6, Tp Hồ Chí Minh",1,2,1,1,0,0,1,Tây Bắc,0,1,0,1,3,4,5,1
"CHỈ DUY NHẤT Nhà HXH Bãi Sậy,Q6 4x18 1Lau Giá VIP","Đường Bãi Sậy, Phường 4, Quận 6, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,2,3,0,2,2,5,1
