index,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_house
5448,40.0,40.0,2.0,2.0,1.0,4.0,10.0,,0,2,,,4125000000.0,165000000000.0
5449,135.0,53.0,5.0,5.0,1.0,5.0,27.0,Đông Bắc,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,3704000000.0,500040000000.0
5450,22.0,45.0,1.0,1.0,2.0,4.0,5.0,,0,2,,,85000000.0,1870000000.0
5451,49.0,110.0,2.0,2.0,2.0,4.0,12.0,,0,2,,"Hẻm xe hơi, Nở hậu",4592000000.0,225008000000.0
5452,60.0,55.0,2.0,1.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,165000000.0,9900000000.0
5453,60.0,60.0,4.0,3.0,3.0,30.0,30.0,,0,2,,Hẻm xe hơi,8667000000.0,520020000000.0
5454,55.0,55.0,2.0,2.0,1.0,5.0,11.0,,0,2,,,2636000000.0,144980000000.0
5455,42.0,80.0,3.0,2.0,1.0,4.4,8.5,,0,2,,Hẻm xe hơi,11071000000.0,464982000000.0
5456,55.0,55.0,2.0,1.0,1.0,5.0,11.0,,0,2,,Hẻm xe hơi,3164000000.0,174020000000.0
5457,200.0,148.0,1.0,1.0,1.0,6.0,33.3,,0,1,,,625000000.0,125000000000.0
5458,50.0,100.0,2.0,2.0,2.0,4.0,10.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",17000000.0,850000000.0
5459,40.0,80.0,2.0,2.0,2.0,4.0,10.0,,0,1,,"Hẻm xe hơi, Nở hậu",14000000.0,560000000.0
5460,49.0,49.0,3.0,3.0,2.0,24.5,24.5,,0,2,Bàn giao thô,Hẻm xe hơi,2959000000.0,144991000000.0
5461,206.0,100.0,2.0,2.0,1.0,5.0,41.0,,0,1,,,835000000.0,172010000000.0
5462,64.0,64.0,7.0,6.0,4.0,4.0,16.0,,0,1,Nội thất cao cấp,,70313000000.0,4500032000000.0
5463,50.0,50.0,3.0,2.0,1.0,5.0,10.0,Tây,0,4,,Hẻm xe hơi,48000000.0,2400000000.0
5464,65.0,65.0,3.0,2.0,1.0,4.3,15.0,,0,4,,Hẻm xe hơi,2431000000.0,158015000000.0
5465,32.0,100.0,3.0,3.0,3.0,4.0,8.0,,0,2,,Hẻm xe hơi,11875000000.0,380000000000.0
5466,54.0,54.0,2.0,1.0,1.0,4.0,12.5,,0,2,,Hẻm xe hơi,3056000000.0,165024000000.0
5467,64.0,176.0,4.0,4.0,3.0,4.0,17.0,Bắc,0,0,Hoàn thiện cơ bản,Hẻm xe hơi,6719000000.0,430016000000.0
5468,64.0,64.0,3.0,2.0,1.0,4.0,16.0,,0,4,,Mặt tiền,1797000000.0,115008000000.0
5469,63.0,178.0,4.0,5.0,4.0,4.0,16.0,Tây Nam,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",10952000000.0,689976000000.0
5470,86.0,61.0,2.0,1.0,1.0,5.0,12.0,,0,2,,Hẻm xe hơi,1052000000.0,90472000000.0
5471,40.0,80.0,2.0,2.0,2.0,4.0,10.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,3825000000.0,153000000000.0
5472,86.0,86.0,3.0,2.0,1.0,6.0,13.0,,0,4,,Hẻm xe hơi,3372000000.0,289992000000.0
5473,52.0,52.0,2.0,3.0,1.0,4.0,13.0,,0,2,,Hẻm xe hơi,2558000000.0,133016000000.0
5474,68.0,240.0,4.0,5.0,4.0,4.0,17.0,Tây Nam,0,1,Nội thất cao cấp,,6912000000.0,470016000000.0
5475,75.0,75.0,3.0,2.0,1.0,5.0,15.0,,0,4,,,1733000000.0,129975000000.0
5476,80.0,80.0,3.0,2.0,1.0,40.0,40.0,,0,4,,Nở hậu,725000000.0,58000000000.0
5477,80.0,80.0,4.0,5.0,1.0,5.0,16.0,Tây,0,2,Nội thất đầy đủ,Hẻm xe hơi,775000000.0,62000000000.0
5478,51.0,51.0,2.0,3.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,2706000000.0,138006000000.0
5479,623.9,623.9,3.0,2.0,1.0,29.0,25.0,,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",651000000.0,406158900000.0
5480,11476.0,11476.0,3.0,2.0,1.0,5738.0,5738.0,,0,4,,Mặt tiền,16000000.0,183616000000.0
5481,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,1,,,1125000000.0,90000000000.0
5482,40.0,70.0,2.0,2.0,2.0,4.0,10.0,Tây Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,100000000.0,4000000000.0
5483,15.0,15.0,1.0,1.0,1.0,3.0,5.0,,0,2,,,3333000000.0,49995000000.0
5484,60.0,60.0,4.0,4.0,4.0,30.0,30.0,,0,2,,Hẻm xe hơi,8833000000.0,529980000000.0
5485,96.0,96.0,3.0,2.0,1.0,48.0,48.0,,0,4,,,1094000000.0,105024000000.0
5486,70.2,169.5,4.0,5.0,2.0,4.0,17.8,,0,2,,Hẻm xe hơi,9143000000.0,641838600000.0
5487,14.0,14.0,1.0,1.0,1.0,3.0,5.0,,2,2,,,5143000000.0,72002000000.0
5488,18.0,18.0,2.0,2.0,1.0,9.0,9.0,,0,2,,,125000000.0,2250000000.0
5489,60.0,60.0,2.0,2.0,1.0,5.0,12.0,,0,2,,,275000000.0,16500000000.0
5490,52.0,52.0,2.0,3.0,1.0,26.0,26.0,,0,2,,"Hẻm xe hơi, Nở hậu",2385000000.0,124020000000.0
5491,90.0,90.0,3.0,2.0,1.0,5.0,18.0,,0,4,,Mặt tiền,567000000.0,51030000000.0
5492,47.0,47.0,2.0,3.0,1.0,23.5,23.5,,0,2,,"Hẻm xe hơi, Nở hậu",2574000000.0,120978000000.0
5493,68.0,68.0,2.0,2.0,1.0,5.0,13.0,,0,1,,,1706000000.0,116008000000.0
5494,70.0,70.0,3.0,2.0,1.0,5.0,14.0,,0,4,,Mặt tiền,2519000000.0,176330000000.0
5495,155.0,155.0,3.0,4.0,1.0,77.5,77.5,,0,1,Nội thất cao cấp,,6387000000.0,989985000000.0
5496,58.0,58.0,3.0,4.0,1.0,4.0,14.0,,0,1,Nội thất cao cấp,Hẻm xe hơi,3448000000.0,199984000000.0
5497,80.0,182.0,4.0,4.0,2.0,5.0,16.0,,0,1,Nội thất cao cấp,Hẻm xe hơi,2775000000.0,222000000000.0
5498,65.0,65.0,3.0,3.0,3.0,5.0,15.0,Đông Bắc,1,0,Hoàn thiện cơ bản,Hẻm xe hơi,10769000000.0,699985000000.0
5499,60.0,53.0,3.0,2.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,2567000000.0,154020000000.0
5500,42.0,42.0,3.0,2.0,1.0,4.0,105.0,,0,2,,Hẻm xe hơi,40000000.0,1680000000.0
5501,40.0,40.0,2.0,1.0,1.0,4.0,10.0,,0,2,,,20000000.0,800000000.0
5502,60.0,120.0,2.0,2.0,2.0,5.0,12.0,,0,2,,Hẻm xe hơi,12000000.0,720000000.0
5503,17.0,51.0,3.0,3.0,3.0,4.0,5.0,Nam,0,2,,Hẻm xe hơi,12353000000.0,210001000000.0
5504,113.0,180.0,4.0,3.0,1.0,5.5,23.0,,0,1,Nội thất cao cấp,,1681000000.0,189953000000.0
5505,50.0,50.0,2.0,2.0,1.0,5.0,10.0,,0,1,,Hẻm xe hơi,196000000.0,9800000000.0
5506,24.0,24.0,2.0,2.0,1.0,12.0,12.0,,2,2,,,475000000.0,11400000000.0
5507,58.0,58.0,2.0,1.0,2.0,29.0,29.0,,0,2,,Hẻm xe hơi,2759000000.0,160022000000.0
5508,64.0,102.0,3.0,2.0,1.0,4.0,16.0,Đông Nam,0,2,,Hẻm xe hơi,7344000000.0,470016000000.0
5509,47.0,47.0,3.0,2.0,1.0,23.5,23.5,,0,2,Nội thất đầy đủ,Hẻm xe hơi,2106000000.0,98982000000.0
5510,46.0,46.0,2.0,2.0,1.0,4.6,10.0,,0,2,,Hẻm xe hơi,363000000.0,16698000000.0
5511,118.0,118.0,3.0,2.0,1.0,6.0,18.0,,0,4,,Hẻm xe hơi,1356000000.0,160008000000.0
5512,51.0,112.0,4.0,4.0,2.0,4.0,12.0,,0,2,,Hẻm xe hơi,7451000000.0,380001000000.0
5513,50.0,50.0,3.0,2.0,1.0,5.0,10.0,,0,4,,Hẻm xe hơi,1472000000.0,73600000000.0
5514,50.0,50.0,5.0,4.0,4.0,4.0,12.0,,0,1,Nội thất cao cấp,Nở hậu,176000000.0,8800000000.0
5515,35.0,35.0,3.0,2.0,1.0,4.0,9.0,,0,2,,,10571000000.0,369985000000.0
5516,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,0,2,,,3625000000.0,174000000000.0
5517,144.0,144.0,2.0,2.0,1.0,5.0,26.0,,1,1,,Nở hậu,2778000000.0,400032000000.0
5518,52.0,52.0,3.0,3.0,1.0,26.0,26.0,,0,1,,Hẻm xe hơi,1577000000.0,82004000000.0
5519,86.0,129.0,2.0,3.0,2.0,5.0,19.0,Đông Nam,0,3,,Hẻm xe hơi,10465000000.0,899990000000.0
5520,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,0,1,,,174000000.0,8352000000.0
5521,62.0,62.0,3.0,2.0,1.0,4.0,16.0,,0,4,,Hẻm xe hơi,4645000000.0,287990000000.0
5522,200.0,200.0,3.0,2.0,1.0,7.0,29.0,Tây Nam,0,4,,Hẻm xe hơi,225000000.0,45000000000.0
5523,60.0,120.0,4.0,3.0,2.0,6.0,10.0,Tây Bắc,0,2,,,6583000000.0,394980000000.0
5524,71.0,71.0,2.0,1.0,1.0,4.5,16.0,,0,2,,,3451000000.0,245021000000.0
5525,29.0,90.0,1.0,2.0,3.0,35.0,85.0,,0,1,,,16724000000.0,484996000000.0
5526,64.0,64.0,6.0,7.0,5.0,4.0,16.0,,0,1,,Nở hậu,28906000000.0,1849984000000.0
5527,70.0,210.0,4.0,4.0,3.0,4.7,15.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,7857000000.0,549990000000.0
5528,60.0,55.0,3.0,2.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,28000000.0,1680000000.0
5529,43.0,43.0,4.0,5.0,2.0,21.5,21.5,,0,2,,Hẻm xe hơi,2907000000.0,125001000000.0
5530,300.0,300.0,5.0,5.0,1.0,4.0,20.0,,0,1,,,4167000000.0,1250100000000.0
5531,48.0,48.0,2.0,1.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,25000000.0,1200000000.0
5532,64.0,64.0,3.0,2.0,1.0,4.0,16.0,,0,4,,Hẻm xe hơi,4047000000.0,259008000000.0
5533,52.0,52.0,3.0,2.0,1.0,4.0,13.0,,0,4,,Mặt tiền,4712000000.0,245024000000.0
5534,32.0,32.0,2.0,2.0,1.0,4.0,8.0,,2,2,,,4531000000.0,144992000000.0
5535,60.0,209.0,5.0,5.0,4.0,4.6,16.0,,0,2,,"Hẻm xe hơi, Nở hậu",10333000000.0,619980000000.0
5536,95.0,100.0,1.0,1.0,1.0,4.5,21.0,Đông Bắc,0,2,Bàn giao thô,Hẻm xe hơi,1895000000.0,180025000000.0
5537,48.0,48.0,1.0,1.0,1.0,24.0,24.0,,0,2,,Hẻm xe hơi,3042000000.0,146016000000.0
5538,74.8,74.8,3.0,2.0,1.0,6.0,12.4,,0,4,,"Mặt tiền, Hẻm xe hơi",1514000000.0,113247200000.0
5539,61.0,220.0,4.0,4.0,4.0,4.0,16.0,,0,2,,Hẻm xe hơi,1082000000.0,66002000000.0
5540,38.0,38.0,1.0,1.0,1.0,4.0,8.0,,0,1,Nội thất cao cấp,,1053000000.0,40014000000.0
5541,54.0,50.0,3.0,2.0,1.0,4.0,13.5,,0,2,,Hẻm xe hơi,25000000.0,1350000000.0
5542,95.0,95.0,3.0,2.0,1.0,5.0,19.0,,0,4,,Mặt tiền,18000000.0,1710000000.0
5543,56.0,150.0,4.0,5.0,3.0,4.0,14.0,,0,1,,,26696000000.0,1494976000000.0
5544,63.4,63.4,2.0,2.0,1.0,5.0,12.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",1968000000.0,124771200000.0
5545,71.0,142.0,4.0,5.0,2.0,5.0,18.0,Đông Bắc,0,2,Nội thất cao cấp,Hẻm xe hơi,10986000000.0,780006000000.0
5546,72.0,360.0,8.0,7.0,5.0,4.0,18.0,Đông Nam,0,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",1625000000.0,117000000000.0
5547,18.0,18.0,2.0,2.0,1.0,9.0,9.0,,0,2,,,9167000000.0,165006000000.0
5548,50.0,200.0,4.0,3.0,4.0,4.0,15.0,,0,1,Nội thất cao cấp,Hẻm xe hơi,1498000000.0,74900000000.0
5549,55.0,42.0,2.0,2.0,1.0,4.0,10.0,,0,2,,Hẻm xe hơi,2327000000.0,127985000000.0
5550,55.0,55.0,3.0,2.0,1.0,5.5,10.0,,0,4,,"Hẻm xe hơi, Nở hậu",8545000000.0,469975000000.0
5551,61.0,194.0,4.0,4.0,4.0,30.5,30.5,Tây Bắc,0,1,Nội thất đầy đủ,,9508000000.0,579988000000.0
5552,52.0,100.0,2.0,2.0,2.0,4.0,13.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,5865000000.0,304980000000.0
5553,60.0,60.0,3.0,2.0,1.0,5.0,10.0,,0,1,,,2417000000.0,145020000000.0
5554,60.0,60.0,3.0,2.0,1.0,30.0,30.0,,0,4,,Mặt tiền,1408000000.0,84480000000.0
5555,103.0,100.0,2.0,2.0,1.0,5.0,20.6,,0,1,,Hẻm xe hơi,6311000000.0,650033000000.0
5556,56.0,56.0,4.0,3.0,1.0,4.0,16.0,,0,2,,Hẻm xe hơi,2589000000.0,144984000000.0
5557,60.0,120.0,2.0,2.0,2.0,5.0,12.0,,0,1,,Hẻm xe hơi,1483000000.0,88980000000.0
5558,60.0,60.0,4.0,5.0,1.0,4.0,12.0,,0,1,,,6833000000.0,409980000000.0
5559,60.0,60.0,2.0,1.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,225000000.0,13500000000.0
5560,195.7,195.7,3.0,2.0,1.0,9.0,21.0,,0,4,,"Mặt tiền, Hẻm xe hơi",3949000000.0,772819300000.0
5561,84.0,84.0,3.0,2.0,1.0,4.0,21.0,,0,2,,Hẻm xe hơi,8321000000.0,698964000000.0
5562,48.0,48.0,1.0,1.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,275000000.0,13200000000.0
5563,48.0,48.0,1.0,1.0,1.0,4.0,14.0,Tây Nam,0,2,,Nở hậu,6875000000.0,330000000000.0
5564,80.0,240.0,4.0,4.0,3.0,5.0,15.0,,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",16125000000.0,1290000000000.0
5565,83.0,83.0,3.0,1.0,1.0,4.0,22.0,,0,2,,"Hẻm xe hơi, Nở hậu",6627000000.0,550041000000.0
5566,59.0,60.0,3.0,1.0,1.0,3.0,11.0,,2,2,,Nở hậu,2339000000.0,138001000000.0
5567,80.0,160.0,3.0,2.0,2.0,4.0,20.0,,0,1,,,95000000.0,7600000000.0
5568,43.0,40.0,2.0,2.0,1.0,4.0,11.0,,0,2,,Nở hậu,5349000000.0,230007000000.0
5569,48.0,96.0,2.0,2.0,1.0,4.0,12.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",4896000000.0,235008000000.0
5570,72.0,72.0,4.0,5.0,1.0,4.0,18.0,,0,2,,Hẻm xe hơi,4375000000.0,315000000000.0
5571,40.0,80.0,2.0,2.0,2.0,4.0,10.0,,0,2,Nội thất cao cấp,,6625000000.0,265000000000.0
5572,62.0,124.0,3.0,3.0,2.0,3.6,17.0,,0,2,Bàn giao thô,Hẻm xe hơi,5806000000.0,359972000000.0
5573,50.0,50.0,2.0,2.0,1.0,5.0,10.0,,0,1,,,24000000.0,1200000000.0
5574,40.0,40.0,1.0,1.0,1.0,20.0,20.0,,0,1,Nội thất cao cấp,,55000000.0,2200000000.0
5575,212.0,212.0,7.0,5.0,1.0,106.0,106.0,,0,2,,Hẻm xe hơi,9906000000.0,2100072000000.0
5576,17.0,17.0,1.0,1.0,1.0,4.0,45.0,,0,2,,,5059000000.0,86003000000.0
5577,52.0,52.0,2.0,3.0,1.0,26.0,26.0,,0,2,,"Hẻm xe hơi, Nở hậu",2173000000.0,112996000000.0
5578,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,4,,"Mặt tiền, Nở hậu",85000000.0,6800000000.0
5579,62.0,62.0,3.0,2.0,1.0,5.0,12.0,,0,1,,,2032000000.0,125984000000.0
5580,50.0,48.0,1.0,1.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,2714000000.0,135700000000.0
5581,50.0,200.0,4.0,5.0,4.0,4.0,13.0,,0,0,Nội thất cao cấp,Hẻm xe hơi,90000000.0,4500000000.0
5582,55.0,55.0,2.0,1.0,1.0,50.0,4.0,,0,2,,Nở hậu,1491000000.0,82005000000.0
5583,54.0,112.0,2.0,2.0,2.0,4.0,14.0,,0,2,,"Hẻm xe hơi, Nở hậu",8519000000.0,460026000000.0
5584,60.0,55.0,2.0,1.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,215000000.0,12900000000.0
5585,80.0,80.0,3.0,2.0,1.0,40.0,40.0,,0,4,,Nở hậu,975000000.0,78000000000.0
5586,35.0,35.0,2.0,1.0,1.0,4.0,10.0,,0,2,,Hẻm xe hơi,7286000000.0,255010000000.0
5587,25.0,50.0,2.0,2.0,2.0,3.0,10.0,,0,2,,,112000000.0,2800000000.0
5588,60.0,60.0,3.0,2.0,1.0,30.0,30.0,,0,1,,Hẻm xe hơi,165000000.0,9900000000.0
5589,55.0,55.0,2.0,1.0,1.0,27.5,27.5,,0,2,,Hẻm xe hơi,1591000000.0,87505000000.0
5590,50.0,42.0,2.0,2.0,1.0,4.0,10.5,,0,2,,Hẻm xe hơi,356000000.0,17800000000.0
5591,208.0,208.0,3.0,2.0,1.0,8.0,26.0,Đông Bắc,0,4,,Mặt tiền,938000000.0,195104000000.0
5592,32.0,138.0,5.0,5.0,4.0,4.0,10.0,Nam,0,2,,Hẻm xe hơi,10563000000.0,338016000000.0
5593,56.0,56.0,3.0,2.0,1.0,28.0,28.0,,0,4,,,5161000000.0,289016000000.0
5594,49.0,49.0,2.0,2.0,1.0,4.0,12.25,,1,2,,Hẻm xe hơi,2816000000.0,137984000000.0
5595,17.0,17.0,2.0,2.0,1.0,8.5,8.5,,0,2,,,9118000000.0,155006000000.0
5596,38.0,35.0,2.0,2.0,1.0,3.8,10.0,,0,2,,"Hẻm xe hơi, Nở hậu",4642000000.0,176396000000.0
5597,50.0,50.0,2.0,2.0,2.0,4.0,11.0,,0,2,,Hẻm xe hơi,284000000.0,14200000000.0
5598,100.0,100.0,3.0,2.0,1.0,5.0,20.0,Nam,0,1,,Hẻm xe hơi,18000000.0,1800000000.0
5599,150.0,180.0,2.0,2.0,1.0,5.0,30.0,,0,2,,Hẻm xe hơi,94000000.0,14100000000.0
5600,80.0,80.0,5.0,5.0,1.0,5.0,16.0,Tây Bắc,0,1,,,1875000000.0,150000000000.0
5601,41.0,41.0,3.0,2.0,1.0,20.5,20.5,,0,2,Nội thất đầy đủ,Hẻm xe hơi,30000000.0,1230000000.0
5602,72.0,120.0,2.0,2.0,1.0,4.0,18.0,,0,1,,,12222000000.0,879984000000.0
5603,57.0,57.0,1.0,2.0,1.0,28.5,28.5,,0,2,,,1702000000.0,97014000000.0
5604,60.0,120.0,3.0,3.0,2.0,4.5,13.3,,0,2,Nội thất đầy đủ,Nở hậu,2133000000.0,127980000000.0
5605,46.0,46.0,3.0,2.0,1.0,23.0,23.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",3196000000.0,147016000000.0
5606,60.0,160.0,6.0,6.0,2.0,4.5,13.0,,0,1,,Hẻm xe hơi,70000000.0,4200000000.0
5607,64.0,150.0,3.0,3.0,2.0,4.0,16.0,Tây Nam,0,2,,,8125000000.0,520000000000.0
5608,128.0,128.0,3.0,2.0,1.0,64.0,64.0,,0,4,,,2813000000.0,360064000000.0
5609,40.0,40.0,2.0,2.0,1.0,4.0,10.0,,0,1,,,21000000.0,840000000.0
5610,50.0,50.0,2.0,1.0,1.0,25.0,25.0,,0,2,,Hẻm xe hơi,162000000.0,8100000000.0
5611,36.0,36.0,2.0,2.0,1.0,3.6,10.0,,0,2,,,4389000000.0,158004000000.0
5612,80.0,75.0,4.0,5.0,3.0,4.0,20.0,,0,1,Nội thất cao cấp,,4525000000.0,362000000000.0
5613,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,4,,Mặt tiền,738000000.0,59040000000.0
5614,60.0,180.0,3.0,3.0,3.0,5.0,12.0,,0,2,,Hẻm xe hơi,4333000000.0,259980000000.0
5615,64.0,126.0,4.0,5.0,1.0,5.9,10.8,,0,1,,Hẻm xe hơi,6594000000.0,422016000000.0
5616,55.0,55.0,3.0,2.0,1.0,5.0,11.0,,0,4,,Mặt tiền,2055000000.0,113025000000.0
5617,55.0,55.0,4.0,6.0,3.0,5.5,10.0,Đông Nam,0,2,Nội thất cao cấp,Hẻm xe hơi,12109000000.0,665995000000.0
5618,104.0,215.0,6.0,7.0,3.0,6.0,17.0,,0,3,Nội thất cao cấp,Hẻm xe hơi,7692000000.0,799968000000.0
5619,90.0,90.0,3.0,2.0,1.0,5.0,18.0,,0,4,,"Mặt tiền, Nở hậu",1622000000.0,145980000000.0
5620,26.4,52.8,2.0,1.0,2.0,3.7,8.25,,0,2,,,11731000000.0,309698400000.0
5621,25.0,65.0,2.0,1.0,2.0,4.0,7.0,,0,2,,,836000000.0,20900000000.0
5622,64.0,64.0,4.0,5.0,3.0,4.0,16.0,Tây,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",18125000000.0,1160000000000.0
5623,70.0,200.0,4.0,5.0,4.0,6.0,12.0,,0,1,,Hẻm xe hơi,8571000000.0,599970000000.0
5624,49.0,49.0,2.0,2.0,1.0,7.0,7.0,,0,2,,Hẻm xe hơi,7653000000.0,374997000000.0
5625,17.8,35.6,1.0,2.0,2.0,3.0,7.0,Đông Nam,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",15876000000.0,282592800000.0
5626,50.0,50.0,2.0,2.0,1.0,25.0,25.0,,0,2,,,23000000.0,1150000000.0
5627,60.0,55.0,2.0,1.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,20000000.0,1200000000.0
5628,40.0,80.0,2.0,1.0,1.0,4.0,10.0,Bắc,0,2,,,58000000.0,2320000000.0
5629,40.7,112.9,3.0,4.0,2.0,5.68,9.88,,0,2,,,115000000.0,4680500000.0
5630,50.96,50.96,3.0,2.0,1.0,4.0,12.74,,0,4,,Hẻm xe hơi,20000000.0,1019200000.0
5631,35.0,70.0,2.0,2.0,2.0,4.0,9.0,,0,1,,Hẻm xe hơi,10429000000.0,365015000000.0
5632,135.8,135.8,3.0,2.0,1.0,6.2,22.0,Tây Nam,0,4,,,2956000000.0,401424800000.00006
5633,53.0,100.0,2.0,2.0,2.0,4.4,12.0,,0,2,,"Hẻm xe hơi, Nở hậu",7925000000.0,420025000000.0
5634,60.0,120.0,2.0,2.0,2.0,4.0,15.0,,0,1,,,2167000000.0,130020000000.0
5635,78.0,78.0,4.0,3.0,1.0,39.0,39.0,,0,2,,,6859000000.0,535002000000.0
5636,46.0,250.0,2.0,2.0,2.0,3.0,5.0,Đông,0,2,Nội thất cao cấp,Hẻm xe hơi,3478000000.0,159988000000.0
5637,39.0,39.0,3.0,3.0,3.0,3.5,11.0,,0,2,,"Hẻm xe hơi, Nở hậu",14821000000.0,578019000000.0
5638,400.0,400.0,11.0,7.0,1.0,12.0,33.0,Nam,0,1,,,45000000.0,18000000000.0
5639,80.0,140.0,3.0,2.0,2.0,4.0,20.0,Đông Nam,0,0,,Hẻm xe hơi,2213000000.0,177040000000.0
5640,83.5,406.0,11.0,7.0,5.0,5.0,16.7,Đông,0,1,Nội thất cao cấp,Nở hậu,9639000000.0,804856500000.0
5641,50.0,50.0,2.0,1.0,1.0,5.0,10.0,,0,2,,Hẻm xe hơi,342000000.0,17100000000.0
5642,902.0,902.0,3.0,2.0,1.0,10.0,74.0,Tây Bắc,0,4,,"Mặt tiền, Nở hậu",1541000000.0,1389982000000.0
5643,50.0,50.0,4.0,4.0,1.0,4.4,11.3,,0,2,,,140000000.0,7000000000.0
5644,82.0,140.0,3.0,2.0,1.0,6.0,14.0,Đông,0,2,,Hẻm xe hơi,5671000000.0,465022000000.0
5645,33.0,33.0,2.0,2.0,2.0,4.3,7.5,,0,2,Nội thất đầy đủ,Hẻm xe hơi,8636000000.0,284988000000.0
5646,28.0,52.0,2.0,2.0,2.0,3.36,8.42,,0,2,,,11071000000.0,309988000000.0
5647,23.0,23.0,2.0,2.0,1.0,3.0,7.0,,0,2,,,5435000000.0,125005000000.0
5648,84.0,84.0,3.0,2.0,1.0,7.0,12.0,,0,4,,Mặt tiền,32000000.0,2688000000.0
5649,75.0,75.0,3.0,2.0,1.0,37.5,37.5,,0,2,,,1533000000.0,114975000000.0
5650,155.0,81.0,3.0,4.0,3.0,8.0,19.0,,0,1,Nội thất cao cấp,Nở hậu,2535000000.0,392925000000.0
5651,56.0,56.0,2.0,2.0,1.0,28.0,28.0,,0,2,,,25000000.0,1400000000.0
5652,100.0,100.0,3.0,2.0,1.0,5.0,20.0,Tây Nam,0,4,,,110000000.0,11000000000.0
5653,71.3,206.0,4.0,3.0,2.0,4.49,15.66,,0,2,,,10704000000.0,763195200000.0
5654,40.0,40.0,1.0,1.0,1.0,20.0,20.0,,0,1,Nội thất cao cấp,,1025000000.0,41000000000.0
5655,75.0,224.0,4.0,5.0,2.0,5.0,15.0,,0,1,,"Hẻm xe hơi, Nở hậu",5533000000.0,414975000000.0
5656,56.0,112.0,2.0,3.0,2.0,4.0,14.0,,0,2,Nội thất cao cấp,,7857000000.0,439992000000.0
5657,53.0,53.0,3.0,2.0,1.0,4.0,13.0,,0,4,,Hẻm xe hơi,1521000000.0,80613000000.0
5658,75.0,75.0,4.0,5.0,3.0,5.0,17.0,,0,1,Nội thất cao cấp,,576000000.0,43200000000.0
5659,60.0,60.0,3.0,2.0,1.0,5.0,12.0,,0,2,,,2083000000.0,124980000000.0
5660,50.0,100.0,2.0,2.0,2.0,4.1,12.0,,0,2,,Hẻm xe hơi,130000000.0,6500000000.0
5661,60.0,60.0,3.0,2.0,1.0,5.0,12.0,,0,4,,"Mặt tiền, Nở hậu",1275000000.0,76500000000.0
5662,45.0,45.0,3.0,2.0,1.0,4.0,11.25,,0,2,,Hẻm xe hơi,2444000000.0,109980000000.0
5663,55.0,55.0,3.0,2.0,1.0,5.0,11.0,,0,2,,Hẻm xe hơi,1591000000.0,87505000000.0
5664,40.0,40.0,2.0,2.0,1.0,20.0,20.0,,0,1,,Hẻm xe hơi,20000000.0,800000000.0
5665,64.0,189.0,5.0,6.0,4.0,4.0,16.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",11016000000.0,705024000000.0
5666,55.0,49.0,2.0,1.0,1.0,27.5,27.5,,0,2,,Hẻm xe hơi,2409000000.0,132495000000.0
5667,65.0,65.0,4.0,3.0,1.0,5.0,13.0,,0,2,,Hẻm xe hơi,1352000000.0,87880000000.0
5668,51.0,51.0,3.0,3.0,1.0,5.0,10.25,,0,2,,Hẻm xe hơi,1835000000.0,93585000000.0
5669,52.2,52.2,3.0,2.0,1.0,4.0,11.5,,0,2,,Hẻm xe hơi,1588000000.0,82893600000.0
5670,133.0,133.0,4.0,5.0,2.0,7.0,19.0,,0,1,Nội thất cao cấp,Nở hậu,3406000000.0,452998000000.0
